quote_user_id,user_id,n
284580366,407127489,1
241122100,198716147,1
462856853,80008925,1
88012403,112542080,1
43785374,102643703,1
981511912457424896,3379386879,1
155203891,168073385,1
22646514,2979621497,1
329622677,965323713292972032,1
707231479047315456,2828387265,1
102691451,2338181660,1
23397027,199088834,1
4384702001,753969769,1
380418838,41393330,1
249299527,934569784729104384,1
976601243983532033,991289918797352961,2
28076811,2845311497,1
21117425,288203357,1
229466877,39356857,1
784030042934407168,815871888,1
555427424,266145946,1
23397027,17752881,1
959377350986256384,798559818,1
8973062,257832258,1
776745430839390208,44602237,1
2200721,17820947,1
1541364193,483144789,1
228673882,29445300,1
166739404,185240173,1
23949317,20704834,1
20446992,153026654,1
38410778,210777087,1
722118542,751078087060779008,1
1541364193,2716892492,1
983127602809491456,1551322088,1
1096875997,54071290,1
25227332,750652267406163969,1
959377350986256384,200090532,1
78424743,2303640811,1
959377350986256384,1581452210,1
718419855947468800,4783026457,1
22646514,305855970,1
2378755530,106043460,1
1318588831,14600495,1
1143551,17350520,1
768996117094752256,985468542396051456,1
707231479047315456,762120461530476544,1
6133472,20666151,1
2977849811,394774206,1
2463395686,720317546650607616,1
50434933,450299410,1
778894667979128832,36806703,1
1554042666,525527353,1
274636870,3820956254,1
22682610,14797580,1
319677725,819278001812762624,1
29957277,434536441,1
23949317,2359927116,1
177661775,804684840,1
68692418,1932121549,1
101354816,862114129,1
1541364193,4103873356,1
127040659,876719990,1
62124435,29515773,1
55233330,4829215647,1
8973062,19125817,1
264851886,44862804,1
990636702657077248,516672700,1
991269899040370690,192295978,1
1462428901,1321355582,1
1871710310,603192957,1
1105334922,2886643373,1
430203278,2740048174,1
216299334,20852544,1
2282637858,134168061,1
362115225,973669653636702208,1
784030042934407168,995021599,2
18770441,993764487802048513,1
264851886,21014709,1
322273187,1719872570,1
758087646707085312,789008920446656512,1
16309025,91634450,1
25819563,248668138,1
32862596,3003237863,1
979782938966491136,546526833,1
4724161222,409659277,1
872577119661981696,270704451,1
239512089,570408824,1
1393047282,2762069780,1
1008640118,243639949,1
120117254,500996098,1
21117425,4764677252,1
28076811,492615919,1
984459357491523584,105450534,1
779187318,812437291,1
959377350986256384,2592852189,1
555427424,928342076,2
1143551,2548757766,1
98380730,2411313362,1
872577119661981696,923609014080102401,1
29957277,86084295,1
707231479047315456,758259139,1
351497983,2411452891,1
1686377761,304583666,1
2951451934,139380872,1
838848586670448640,459369330,1
229466877,760511187574546432,1
299710489,1108949209,1
17547729,1670028943,1
959377350986256384,268725531,1
555427424,417318906,1
23397027,22613233,1
21573897,771649177,1
722118542,47961226,1
3207680123,95958967,1
22646514,165763746,1
22646514,3861884195,1
121562670,483435750,1
959377350986256384,25851965,1
768996117094752256,23431193,1
701725963,527344454,1
62124435,338960655,2
20176196,1608296353,1
242702809,978735197402402817,1
28076811,19113039,1
1541364193,874551080859959296,1
229466877,22839715,1
707231479047315456,284383568,1
124269402,320593836,1
959377350986256384,701985254,1
120117254,385121770,1
149577713,31195772,1
58796971,2845268115,1
22646514,419441809,1
69838723,35641097,1
50317625,231947360,1
959377350986256384,184309696,1
1962626484,82960603,1
776745430839390208,164855058,1
18205531,500310045,1
68692418,457647393,1
28029859,297378577,1
22646514,2983566415,1
293510102,44384959,1
160952087,173229108,1
295393748,198882632,1
959377350986256384,246290625,3
979782938966491136,902106594,1
22467445,218261839,1
991682255465611265,326727823,1
1143551,167158794,1
784030042934407168,1393047282,1
36326893,86329449,1
864487046,37379982,1
631471058,28029859,1
1143551,92204238,1
22162774,1156777994,1
22646514,965007642962796544,1
6268872,939264346957471744,1
950490294,526869688,1
38501043,1593980048,1
16309025,128811168,1
412471537,68692418,1
116856237,133844934,1
47754811,162350070,1
979782938966491136,245053767,1
14775534,42082596,1
21117425,1104525877,1
979782938966491136,92644004,1
22646514,3386406213,1
98380730,921572526,1
453434680,829318633704869890,1
87818409,77578872,1
463302310,620373410,1
3553801216,417884212,1
298720705,366614110,1
1143551,357398717,1
1288437786,193753,1
155203891,1176951325,1
67344606,1104968779,1
229466877,25678238,1
150246405,21108039,1
29415950,931650245825646598,1
3321002416,618360397,1
7587032,350338890,1
28076811,3566519837,1
959377350986256384,3114789514,9
22646514,767721174885240832,1
17006036,1268353729,1
859518978141696000,3003237863,1
957656513614577664,825405276106932224,1
98380730,17845980,1
286801383,542188788,1
241122100,1077434971,1
360540613,61474415,1
1201022450,222858803,1
1541364193,1539164114,1
55233330,946167581337153536,1
22646514,224971088,1
776745430839390208,354199495,1
525276746,113096298,1
22646514,253081560,1
216056705,402363829,1
27644239,2988310641,1
21356261,1262391883,1
985237057030238208,1104525877,1
2478795272,721387099623198720,1
229412060,885526304510156801,1
959377350986256384,857210329,1
305278326,260388787,1
707231479047315456,839033762,1
619028333,2266470295,1
991682255465611265,50081206,1
21117425,878991571,1
108140114,706081539986055170,1
55233330,1146259915,1
991269899040370690,795773060842487808,2
14933304,124182971,1
21117425,156648933,1
2572844671,21442674,1
23949317,977699295712313344,1
36909693,22804868,1
